user_id,genre,proportion
1,unknown,0.003676470588235294
1,Action,0.2757352941176471
1,Adventure,0.15441176470588236
1,Animation,0.04411764705882353
1,Children's,0.09191176470588236
1,Comedy,0.33455882352941174
1,Crime,0.09191176470588236
1,Documentary,0.01838235294117647
1,Drama,0.39338235294117646
1,Fantasy,0.007352941176470588
1,Film-Noir,0.003676470588235294
1,Horror,0.04779411764705882
1,Musical,0.04779411764705882
1,Mystery,0.01838235294117647
1,Romance,0.16176470588235295
1,Sci-Fi,0.15808823529411764
1,Thriller,0.19117647058823528
1,War,0.09191176470588236
1,Western,0.022058823529411766
2,unknown,0.0
2,Action,0.16129032258064516
2,Adventure,0.04838709677419355
2,Animation,0.016129032258064516
2,Children's,0.06451612903225806
2,Comedy,0.25806451612903225
2,Crime,0.14516129032258066
2,Documentary,0.0
2,Drama,0.5645161290322581
2,Fantasy,0.016129032258064516
2,Film-Noir,0.03225806451612903
2,Horror,0.03225806451612903
2,Musical,0.016129032258064516
2,Mystery,0.06451612903225806
2,Romance,0.25806451612903225
2,Sci-Fi,0.06451612903225806
2,Thriller,0.1935483870967742
2,War,0.04838709677419355
2,Western,0.0
3,unknown,0.0
3,Action,0.25925925925925924
3,Adventure,0.07407407407407407
3,Animation,0.0
3,Children's,0.0
3,Comedy,0.2222222222222222
3,Crime,0.18518518518518517
3,Documentary,0.018518518518518517
3,Drama,0.4074074074074074
3,Fantasy,0.0
3,Film-Noir,0.037037037037037035
3,Horror,0.09259259259259259
3,Musical,0.037037037037037035
3,Mystery,0.2037037037037037
3,Romance,0.09259259259259259
3,Sci-Fi,0.14814814814814814
3,Thriller,0.3888888888888889
3,War,0.09259259259259259
3,Western,0.0
4,unknown,0.0
4,Action,0.3333333333333333
4,Adventure,0.16666666666666666
4,Animation,0.0
4,Children's,0.0
4,Comedy,0.16666666666666666
4,Crime,0.16666666666666666
4,Documentary,0.041666666666666664
4,Drama,0.25
4,Fantasy,0.0
4,Film-Noir,0.0
4,Horror,0.041666666666666664
4,Musical,0.041666666666666664
4,Mystery,0.20833333333333334
4,Romance,0.125
4,Sci-Fi,0.25
4,Thriller,0.4583333333333333
4,War,0.08333333333333333
4,Western,0.0
5,unknown,0.005714285714285714
5,Action,0.32
5,Adventure,0.18857142857142858
5,Animation,0.08
5,Children's,0.1657142857142857
5,Comedy,0.4685714285714286
5,Crime,0.05142857142857143
5,Documentary,0.0
5,Drama,0.15428571428571428
5,Fantasy,0.011428571428571429
5,Film-Noir,0.005714285714285714
5,Horror,0.16
5,Musical,0.06857142857142857
5,Mystery,0.017142857142857144
5,Romance,0.10857142857142857
5,Sci-Fi,0.18857142857142858
5,Thriller,0.10857142857142857
5,War,0.08
5,Western,0.011428571428571429
6,unknown,0.0
6,Action,0.11848341232227488
6,Adventure,0.10426540284360189
6,Animation,0.04739336492890995
6,Children's,0.0947867298578199
6,Comedy,0.3127962085308057
6,Crime,0.06635071090047394
6,Documentary,0.004739336492890996
6,Drama,0.4928909952606635
6,Fantasy,0.014218009478672985
6,Film-Noir,0.02843601895734597
6,Horror,0.018957345971563982
6,Musical,0.061611374407582936
6,Mystery,0.05687203791469194
6,Romance,0.1943127962085308
6,Sci-Fi,0.061611374407582936
6,Thriller,0.11374407582938388
6,War,0.0995260663507109
6,Western,0.023696682464454975
7,unknown,0.0
7,Action,0.23573200992555832
7,Adventure,0.14392059553349876
7,Animation,0.03225806451612903
7,Children's,0.08933002481389578
7,Comedy,0.21836228287841192
7,Crime,0.0794044665012407
7,Documentary,0.01240694789081886
7,Drama,0.36228287841191065
7,Fantasy,0.017369727047146403
7,Film-Noir,0.02729528535980149
7,Horror,0.11662531017369727
7,Musical,0.06451612903225806
7,Mystery,0.052109181141439205
7,Romance,0.13895781637717122
7,Sci-Fi,0.11910669975186104
7,Thriller,0.19106699751861042
7,War,0.10173697270471464
7,Western,0.04466501240694789
8,unknown,0.0
8,Action,0.6610169491525424
8,Adventure,0.288135593220339
8,Animation,0.0
8,Children's,0.05084745762711865
8,Comedy,0.1694915254237288
8,Crime,0.15254237288135594
8,Documentary,0.0
8,Drama,0.288135593220339
8,Fantasy,0.0
8,Film-Noir,0.01694915254237288
8,Horror,0.01694915254237288
8,Musical,0.0
8,Mystery,0.01694915254237288
8,Romance,0.11864406779661017
8,Sci-Fi,0.288135593220339
8,Thriller,0.3050847457627119
8,War,0.1864406779661017
8,Western,0.05084745762711865
9,unknown,0.0
9,Action,0.18181818181818182
9,Adventure,0.13636363636363635
9,Animation,0.0
9,Children's,0.0
9,Comedy,0.2727272727272727
9,Crime,0.0
9,Documentary,0.0
9,Drama,0.5
9,Fantasy,0.0
9,Film-Noir,0.045454545454545456
9,Horror,0.045454545454545456
9,Musical,0.0
9,Mystery,0.045454545454545456
9,Romance,0.36363636363636365
9,Sci-Fi,0.18181818181818182
9,Thriller,0.22727272727272727
9,War,0.22727272727272727
9,Western,0.0
10,unknown,0.0
10,Action,0.1358695652173913
10,Adventure,0.07608695652173914
10,Animation,0.03804347826086957
10,Children's,0.043478260869565216
10,Comedy,0.2554347826086957
10,Crime,0.08695652173913043
10,Documentary,0.016304347826086956
10,Drama,0.44021739130434784
10,Fantasy,0.005434782608695652
10,Film-Noir,0.04891304347826087
10,Horror,0.03260869565217391
10,Musical,0.07608695652173914
10,Mystery,0.08152173913043478
10,Romance,0.1956521739130435
10,Sci-Fi,0.06521739130434782
10,Thriller,0.18478260869565216
10,War,0.10869565217391304
10,Western,0.02717391304347826
11,unknown,0.0
11,Action,0.18232044198895028
11,Adventure,0.08839779005524862
11,Animation,0.0
11,Children's,0.03314917127071823
11,Comedy,0.4088397790055249
11,Crime,0.07734806629834254
11,Documentary,0.0
11,Drama,0.4530386740331492
11,Fantasy,0.011049723756906077
11,Film-Noir,0.0055248618784530384
11,Horror,0.027624309392265192
11,Musical,0.0055248618784530384
11,Mystery,0.06629834254143646
11,Romance,0.23204419889502761
11,Sci-Fi,0.1270718232044199
11,Thriller,0.18232044198895028
11,War,0.09944751381215469
11,Western,0.027624309392265192
12,unknown,0.0
12,Action,0.27450980392156865
12,Adventure,0.13725490196078433
12,Animation,0.0196078431372549
12,Children's,0.058823529411764705
12,Comedy,0.2549019607843137
12,Crime,0.0392156862745098
12,Documentary,0.0
12,Drama,0.47058823529411764
12,Fantasy,0.0
12,Film-Noir,0.0
12,Horror,0.0196078431372549
12,Musical,0.058823529411764705
12,Mystery,0.058823529411764705
12,Romance,0.2549019607843137
12,Sci-Fi,0.13725490196078433
12,Thriller,0.23529411764705882
12,War,0.13725490196078433
12,Western,0.0392156862745098
13,unknown,0.0
13,Action,0.24528301886792453
13,Adventure,0.11477987421383648
13,Animation,0.025157232704402517
13,Children's,0.08176100628930817
13,Comedy,0.29559748427672955
13,Crime,0.07075471698113207
13,Documentary,0.020440251572327043
13,Drama,0.34276729559748426
13,Fantasy,0.018867924528301886
13,Film-Noir,0.0220125786163522
13,Horror,0.1179245283018868
13,Musical,0.04874213836477988
13,Mystery,0.05188679245283019
13,Romance,0.1650943396226415
13,Sci-Fi,0.10220125786163523
13,Thriller,0.19025157232704404
13,War,0.06446540880503145
13,Western,0.020440251572327043
14,unknown,0.0
14,Action,0.1836734693877551
14,Adventure,0.14285714285714285
14,Animation,0.061224489795918366
14,Children's,0.061224489795918366
14,Comedy,0.35714285714285715
14,Crime,0.061224489795918366
14,Documentary,0.02040816326530612
14,Drama,0.3979591836734694
14,Fantasy,0.01020408163265306
14,Film-Noir,0.030612244897959183
14,Horror,0.01020408163265306
14,Musical,0.05102040816326531
14,Mystery,0.061224489795918366
14,Romance,0.21428571428571427
14,Sci-Fi,0.1326530612244898
14,Thriller,0.1326530612244898
14,War,0.10204081632653061
14,Western,0.01020408163265306
15,unknown,0.0
15,Action,0.21153846153846154
15,Adventure,0.11538461538461539
15,Animation,0.019230769230769232
15,Children's,0.0673076923076923
15,Comedy,0.2692307692307692
15,Crime,0.057692307692307696
15,Documentary,0.0
15,Drama,0.46153846153846156
15,Fantasy,0.028846153846153848
